Date/Time,Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/31  13:00:00,158528772.97365025,158528772.97365123,144413440.56603342,15590730.651414875,128385990.86668785 
 01/31  14:00:00,154447467.15970892,154447467.1597099,141487471.03628972,15807040.873338813,123481597.34515285 
 01/31  15:00:00,205117105.88728783,205117105.88728884,111413133.70246822,15807040.873338813,121807565.71264665 
 01/31  16:00:00,183806257.46319705,183806257.46319807,141397354.74230403,19796486.53312959,126829660.61016576 
 01/31  17:00:00,273821242.3723801,273821242.3723811,174277197.5957859,29105192.44588942,161629800.20024115 
 01/31  18:00:00,263679081.8229044,263679081.82290542,201415876.5715596,35592787.787870474,204884491.0712216 
 01/31  19:00:00,293004098.9391485,293004098.93914944,247960418.61978042,44901493.93566237,204645835.6122203 
 01/31  20:00:00,372846474.9464905,372846474.9464906,226636591.20899954,51550569.72193773,185571734.18467608 
 01/31  21:00:00,354301090.8488148,354301090.8488159,220106804.45898283,51550569.72193773,178875607.65465096 
 01/31  22:00:00,319391881.8648216,319391881.8648226,178454248.94774893,38252418.149386905,164823601.124626 
 01/31  23:00:00,263879413.0983475,263879413.09834856,173161603.06339908,24954266.576836366,134031278.26953766 
 01/31  24:00:00,211959158.15017164,211959158.1501727,81485006.72836053,15645560.66407668,104912987.04695597 
 02/01  01:00:00,171812166.75792798,171812166.75792903,29404584.0,11656115.239317864,79472635.82437395 
 02/01  02:00:00,158602394.05214822,158602394.05214924,29404584.0,11656115.239317864,72776509.29434878 
 02/01  03:00:00,149544439.77914163,149544439.77914262,29404584.0,11656115.239317864,69428446.02933633 
 02/01  04:00:00,143855707.51408345,143855707.5140844,29404584.0,11656115.239317864,67754414.39683005 
 02/01  05:00:00,150974907.17165056,150974907.1716516,29404584.0,16975375.727318894,71432354.39683005 
 02/01  06:00:00,176654461.16676942,176654461.16677034,29404584.0,26284081.875110786,87158392.55936149 
 02/01  07:00:00,214437354.23828036,214437354.2382814,238137888.2987375,27613896.938352972,120284500.51693058 
 02/01  08:00:00,229481315.02729842,229481315.02729934,281793341.465955,26284081.875110786,146293383.9335011 
 02/01  09:00:00,248537074.37777263,248537074.3777736,276684977.3309306,18466671.234855436,149227177.34515285 
 02/01  10:00:00,256172264.99365145,256172264.99365246,262028989.69075805,15807040.873338813,139867388.97765952 
 02/01  11:00:00,262066321.19399288,262066321.1939939,220981368.66407064,15807040.873338813,128503692.2426721 
 02/01  12:00:00,200141260.02838352,200141260.02838457,178386716.68754026,15807040.873338813,130177723.87517832 
 02/01  13:00:00,213509775.5272686,213509775.52726957,144368263.94832796,15590730.651414875,128385990.86668785 
 02/01  14:00:00,207314884.15485525,207314884.15485623,141478672.23560986,15807040.873338813,123481597.34515285 
 02/01  15:00:00,244357828.57172847,244357828.57172936,111392977.14441729,15807040.873338813,121807565.71264665 
 02/01  16:00:00,276755727.69580674,276755727.6958077,141389627.47128803,19796486.53312959,126829660.61016576 
 02/01  17:00:00,260053046.9921778,260053046.9921788,146125072.40697962,29105192.44588942,161629800.20024115 
 02/01  18:00:00,329858298.593531,329858298.59353054,216945600.77371648,35592787.787870474,204884491.0712216 
 02/01  19:00:00,293004098.9391485,293004098.93914944,263819188.37171686,44901493.93566237,204645835.6122203 
 02/01  20:00:00,303922896.43205875,303922896.43205976,226624948.56357524,51550569.72193773,185571734.18467608 
 02/01  21:00:00,320552431.00553197,320552431.005533,220082948.9952023,51550569.72193773,178875607.65465096 
 02/01  22:00:00,331408794.6137649,331408794.61376584,178368565.2595104,38252418.149386905,164823601.124626 
 02/01  23:00:00,273507485.9215764,273507485.92157733,144422241.20484984,24954266.576836366,134031278.26953766 
 02/01  24:00:00,215446887.2256085,215446887.22560954,81603771.24905953,15645560.66407668,104912987.04695597 
 02/02  01:00:00,173669671.36753428,173669671.3675353,29404584.0,11656115.239317864,79472635.82437395 
 02/02  02:00:00,161249584.7391863,161249584.73918727,29404584.0,11656115.239317864,72776509.29434878 
 02/02  03:00:00,153101345.89853773,153101345.89853874,29404584.0,11656115.239317864,69428446.02933633 
 02/02  04:00:00,144561202.29732984,144561202.2973308,29404584.0,11656115.239317864,67754414.39683005 
 02/02  05:00:00,148978540.54855204,148978540.548553,29404584.0,16975375.727318894,71432354.39683005 
 02/02  06:00:00,175696994.36907446,175696994.36907542,29404584.0,26284081.875110786,87158392.55936149 
 02/02  07:00:00,212170188.7449444,212170188.74494535,242614397.07491922,27613896.938352972,120284500.51693058 
 02/02  08:00:00,218405917.5590595,218405917.55906048,303488762.34993804,26284081.875110786,146293383.9335011 
 02/02  09:00:00,234864758.8161593,234864758.81616035,280730946.1650362,18466671.234855436,149227177.34515285 
 02/02  10:00:00,252558592.22355622,252558592.22355726,234085033.63507923,15807040.873338813,139867388.97765952 
 02/02  11:00:00,215992610.28316778,215992610.28316885,221053458.4842739,15807040.873338813,128503692.2426721 
 02/02  12:00:00,161263871.45437017,161263871.45437115,178390457.4873097,15807040.873338813,130177723.87517832 
 02/02  13:00:00,237856763.36089104,237856763.36089206,144452780.4780231,15590730.651414875,128385990.86668785 
 02/02  14:00:00,180078911.871267,180078911.87126797,141510408.0279346,15807040.873338813,123481597.34515285 
 02/02  15:00:00,272382205.92881095,272382205.9288119,131786336.93403286,15807040.873338813,121807565.71264665 
 02/02  16:00:00,271078904.9360577,271078904.9360587,120543763.88159995,19796486.53312959,126829660.61016576 
 02/02  17:00:00,256047151.83183807,256047151.83183903,174255565.34546334,29105192.44588942,161629800.20024115 
 02/02  18:00:00,326119733.61965775,326119733.6196575,218038130.0336609,35592787.787870474,204884491.0712216 
 02/02  19:00:00,293004098.9391485,293004098.93914944,230442980.1285677,44901493.93566237,204645835.6122203 
 02/02  20:00:00,280250947.3161406,280250947.31614155,244719429.492799,51550569.72193773,185571734.18467608 
 02/02  21:00:00,273382144.94252187,273382144.9425229,209987494.39811283,51550569.72193773,178875607.65465096 
 02/02  22:00:00,313881331.64346135,313881331.64346236,174543582.85863706,38252418.149386905,164823601.124626 
 02/02  23:00:00,241745225.0233546,241745225.02335557,170369504.55192208,24954266.576836366,134031278.26953766 
 02/02  24:00:00,226702865.24727333,226702865.24727422,81429949.25958672,15645560.66407668,104912987.04695597 
 02/03  01:00:00,181727148.08393142,181727148.08393246,29404584.0,11656115.239317864,79472635.82437395 
 02/03  02:00:00,162683101.65716463,162683101.65716562,29404584.0,11656115.239317864,72776509.29434878 
 02/03  03:00:00,153699579.9834309,153699579.9834319,29404584.0,11656115.239317864,69428446.02933633 
 02/03  04:00:00,144752402.32093838,144752402.32093936,29404584.0,11656115.239317864,67754414.39683005 
 02/03  05:00:00,148470648.1079632,148470648.1079641,29404584.0,16975375.727318894,71432354.39683005 
 02/03  06:00:00,174612830.15719342,174612830.15719438,29404584.0,26284081.875110786,87158392.55936149 
 02/03  07:00:00,210055389.98228964,210055389.98229063,238217894.84414312,27613896.938352972,120284500.51693058 
 02/03  08:00:00,217812210.60658452,217812210.60658547,281882435.65283567,26284081.875110786,146293383.9335011 
 02/03  09:00:00,231824589.43480307,231824589.4348041,277177709.6830849,18466671.234855436,149227177.34515285 
 02/03  10:00:00,247793290.633691,247793290.63369194,261723978.89303586,15807040.873338813,139867388.97765952 
 02/03  11:00:00,237925291.3081153,237925291.30811638,221041212.4826607,15807040.873338813,128503692.2426721 
 02/03  12:00:00,161263871.45437017,161263871.45437115,178407979.33210373,15807040.873338813,130177723.87517832 
 02/03  13:00:00,189559590.40688685,189559590.40688783,144411488.52419448,15590730.651414875,128385990.86668785 
 02/03  14:00:00,260813125.91923675,260813125.9192378,141502756.41414654,15807040.873338813,123481597.34515285 
 02/03  15:00:00,262047826.68320677,262047826.6832078,111417885.99942186,15807040.873338813,121807565.71264665 
 02/03  16:00:00,270010517.53674775,270010517.5367487,141411491.9702616,19796486.53312959,126829660.61016576 
 02/03  17:00:00,232964933.12350184,232964933.12350282,171951952.71942285,29105192.44588942,161629800.20024115 
 02/03  18:00:00,334026036.1369153,334026036.1369147,189135503.46330863,35592787.787870474,204884491.0712216 
 02/03  19:00:00,307485795.8647406,307485795.86474097,263893358.35107914,44901493.93566237,204645835.6122203 
 02/03  20:00:00,293548277.65276104,293548277.652762,226690389.86589086,51550569.72193773,185571734.18467608 
 02/03  21:00:00,301791252.4933839,301791252.49338496,220171423.2756457,51550569.72193773,178875607.65465096 
 02/03  22:00:00,317635912.1300614,317635912.1300624,178406166.09524527,38252418.149386905,164823601.124626 
 02/03  23:00:00,263894568.8686168,263894568.86861783,158188877.65353462,24954266.576836366,134031278.26953766 
 02/03  24:00:00,210523972.03178856,210523972.0317895,95204338.7855485,15645560.66407668,104912987.04695597 
 02/04  01:00:00,168608330.6760028,168608330.67600375,29404584.0,11656115.239317864,79472635.82437395 
 02/04  02:00:00,154396471.12771207,154396471.12771302,29404584.0,11656115.239317864,72776509.29434878 
 02/04  03:00:00,150624838.0251378,150624838.0251388,29404584.0,11656115.239317864,69428446.02933633 
 02/04  04:00:00,142665914.60800987,142665914.60801083,29404584.0,11656115.239317864,67754414.39683005 
 02/04  05:00:00,146748583.9828005,146748583.9828015,29404584.0,16975375.727318894,71432354.39683005 
 02/04  06:00:00,174528777.64696574,174528777.64696676,29404584.0,26284081.875110786,87158392.55936149 
 02/04  07:00:00,213871690.2997658,213871690.2997668,238233573.30891323,27613896.938352972,120284500.51693058 
 02/04  08:00:00,221207529.44343024,221207529.4434313,281936917.33383596,26284081.875110786,146054728.47449982 
 02/04  09:00:00,237614116.2811259,237614116.28112692,276809642.13282984,16975375.727318894,147728760.107006 
 02/04  10:00:00,248530883.13075298,248530883.130754,262128590.32574388,14315745.365802372,138368971.73951268 
 02/04  11:00:00,257470079.02905044,257470079.02905142,221047608.54136968,14315745.365802372,127005275.00452524 
 02/04  12:00:00,165438503.31885555,165438503.3188566,178426394.480901,14315745.365802372,128679306.63703147 
 02/04  13:00:00,212908967.67150608,212908967.671507,144389192.64295763,14315745.365802372,127005275.00452524 
 02/04  14:00:00,262190614.66198182,262190614.66198283,141499075.12339288,14315745.365802372,121983180.10700601 
 02/04  15:00:00,269417074.6293145,269417074.62931544,111408894.26738717,14315745.365802372,120309148.4744998 
 02/04  16:00:00,278540996.2121777,278540996.2121786,141410925.63079822,18305191.025593143,125331243.3720189 
 02/04  17:00:00,315587218.88668114,315587218.8866821,145338838.40146923,27613896.938352972,160131382.9620943 
 02/04  18:00:00,294941639.8495127,294941639.84951246,217886105.65055323,35592787.787870474,204645835.6122203 
 02/04  19:00:00,329007290.1184482,329007290.1184473,263920622.37140453,44901493.93566237,204645835.6122203 
 02/04  20:00:00,305905661.81405044,305905661.8140514,226704559.68372214,51550569.72193773,185571734.18467608 
 02/04  21:00:00,281222390.841228,281222390.8412291,220151668.4822682,51550569.72193773,178875607.65465096 
 02/04  22:00:00,280642729.36890507,280642729.368906,178408003.10129887,38252418.149386905,164823601.124626 
 02/04  23:00:00,276642401.5909665,276642401.59096754,144451343.86087662,24954266.576836366,134031278.26953766 
 02/04  24:00:00,227353546.56110913,227353546.56111014,85918110.17012557,15645560.66407668,104912987.04695597 
 02/05  01:00:00,180382107.30209446,180382107.30209547,49481910.99319495,11656115.239317864,79472635.82437395 
 02/05  02:00:00,161924245.72153702,161924245.721538,29404584.0,11656115.239317864,72776509.29434878 
 02/05  03:00:00,151398806.8984876,151398806.89848864,29404584.0,11656115.239317864,69428446.02933633 
 02/05  04:00:00,145322037.77820042,145322037.7782014,29404584.0,11656115.239317864,67754414.39683005 
 02/05  05:00:00,149369147.77875152,149369147.77875248,29404584.0,16975375.727318894,71432354.39683005 
 02/05  06:00:00,175377310.12809756,175377310.12809852,29404584.0,26284081.875110786,87158392.55936149 
 02/05  07:00:00,214123916.3682856,214123916.36828667,238256163.87552682,27613896.938352972,120284500.51693058 
 02/05  08:00:00,227950578.69359988,227950578.69360083,281976023.9129982,26284081.875110786,146054728.47449982 
 02/05  09:00:00,245160736.56473517,245160736.5647363,276849577.48656255,16975375.727318894,147728760.107006 
 02/05  10:00:00,258933954.36576116,258933954.3657621,257503024.03557587,14315745.365802372,138368971.73951268 
 02/05  11:00:00,188150002.5326075,188150002.53260845,220060115.71245658,14315745.365802372,127005275.00452524 
 02/05  12:00:00,158246449.21108654,158246449.21108755,175814793.68726665,14315745.365802372,128679306.63703147 
 02/05  13:00:00,270332250.9139612,270332250.9139622,151895844.21941307,14315745.365802372,127005275.00452524 
 02/05  14:00:00,267995647.08690012,267995647.08690116,141501685.3521865,14315745.365802372,121983180.10700601 
 02/05  15:00:00,270314178.74339306,270314178.7433941,111415795.41686049,14315745.365802372,120309148.4744998 
 02/05  16:00:00,278957530.96612763,278957530.96612847,141414636.26305228,18305191.025593143,125331243.3720189 
 02/05  17:00:00,317628171.4976237,317628171.4976245,145335807.19088382,27613896.938352972,160131382.9620943 
 02/05  18:00:00,313293287.07849693,313293287.0784966,217902724.38176727,35592787.787870474,204645835.6122203 
 02/05  19:00:00,358506350.365548,358506350.36554587,263952164.78494388,44901493.93566237,204645835.6122203 
 02/05  20:00:00,280250947.3161406,280250947.31614155,226727507.42449176,51550569.72193773,185571734.18467608 
 02/05  21:00:00,294514898.74711716,294514898.7471181,220164035.33297092,51550569.72193773,178875607.65465096 
 02/05  22:00:00,326975015.3204002,326975015.32040083,178426097.3998977,38252418.149386905,164823601.124626 
 02/05  23:00:00,289690414.03004396,289690414.03004503,144450646.435859,24954266.576836366,134031278.26953766 
 02/05  24:00:00,232763735.84469014,232763735.84469116,81620523.22500381,15645560.66407668,104912987.04695597 
 02/06  01:00:00,187929932.89337006,187929932.8933711,29404584.0,11656115.239317864,79472635.82437395 
 02/06  02:00:00,170828768.20926172,170828768.20926267,29404584.0,11656115.239317864,72776509.29434878 
 02/06  03:00:00,158593733.1425195,158593733.14252046,29404584.0,11656115.239317864,69428446.02933633 
 02/06  04:00:00,151235400.31184295,151235400.31184396,29404584.0,11656115.239317864,67754414.39683005 
 02/06  05:00:00,156230083.31648743,156230083.31648844,29404584.0,16975375.727318894,71432354.39683005 
 02/06  06:00:00,180501728.9943599,180501728.9943609,29404584.0,26284081.875110786,87158392.55936149 
 02/06  07:00:00,219692165.9208954,219692165.92089644,242377618.60639465,27613896.938352972,120284500.51693058 
