Date/Time,Electricity:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 04/25  10:00:00,6250902566.929789,119263709.91949034 
 04/25  11:00:00,6250209443.924293,145170127.7700421 
 04/25  12:00:00,6068834667.5597725,168719248.83813268 
 04/25  13:00:00,6565927814.835745,168124350.1223471 
 04/25  14:00:00,6569109971.391466,115481629.75126658 
 04/25  15:00:00,6653458432.426233,100043172.55078539 
 04/25  16:00:00,6880323186.690137,139288564.99604657 
 04/25  17:00:00,5710733549.499927,96313735.62185383 
 04/25  18:00:00,4845905017.394489,80083466.19913536 
 04/25  19:00:00,4841277826.392219,64928301.878627285 
 04/25  20:00:00,4722556768.881911,65483003.171071775 
 04/25  21:00:00,4593146270.315981,50836327.43056534 
 04/25  22:00:00,3869693147.9846206,38304579.467099704 
 04/25  23:00:00,3798993785.3512464,38395245.50722011 
 04/25  24:00:00,3662212005.831686,26211168.0 
 04/26  01:00:00,3610611244.009166,37893651.20935035 
 04/26  02:00:00,3653972225.5274696,26211168.0 
 04/26  03:00:00,3526632082.219424,26211168.0 
 04/26  04:00:00,3757072264.253331,26211168.0 
 04/26  05:00:00,3803985143.7671223,26211168.0 
 04/26  06:00:00,4455386420.201527,50797492.72585595 
 04/26  07:00:00,4558211727.975264,66011220.76244785 
 04/26  08:00:00,6113337084.390538,115906000.93878314 
 04/26  09:00:00,6255712290.329564,118322834.41116016 
 04/26  10:00:00,6236687271.476561,131096688.08920056 
 04/26  11:00:00,6361952998.147208,145753807.50072056 
 04/26  12:00:00,6152471878.74808,160871941.7002577 
 04/26  13:00:00,6458294611.031002,161018525.23562384 
 04/26  14:00:00,6396377827.734074,115873155.14427945 
 04/26  15:00:00,6493745886.656803,106659136.24306373 
 04/26  16:00:00,6671175757.016617,131673036.87011032 
 04/26  17:00:00,5369601722.887575,96230109.83711363 
 04/26  18:00:00,4829030786.178661,80075550.70816138 
 04/26  19:00:00,4833858966.28322,65194768.65493927 
 04/26  20:00:00,4821384138.673197,65535900.44186662 
 04/26  21:00:00,4771987957.915702,51043388.62756492 
 04/26  22:00:00,3969220780.603793,38397216.30855589 
 04/26  23:00:00,3864248697.778023,38431544.35537014 
 04/26  24:00:00,3825246211.421799,37893830.199535064 
 04/27  01:00:00,3694025482.3856416,26211168.0 
 04/27  02:00:00,3724255207.768325,26211168.0 
 04/27  03:00:00,3627514992.297167,26211168.0 
 04/27  04:00:00,3681892777.823643,26211168.0 
 04/27  05:00:00,3760679332.506441,26211168.0 
 04/27  06:00:00,4461899319.063745,50898538.14944719 
 04/27  07:00:00,4677600621.965918,66024561.64192404 
 04/27  08:00:00,6218548382.1909,115812696.7200871 
 04/27  09:00:00,6241173415.719575,118221310.05873281 
 04/27  10:00:00,6228652321.870814,134373875.53679013 
 04/27  11:00:00,6286336066.629673,142102200.3143872 
 04/27  12:00:00,6009334097.005121,162839370.9160191 
 04/27  13:00:00,6459787077.624098,158197855.26570082 
 04/27  14:00:00,6509590355.056532,115807035.14712623 
 04/27  15:00:00,6639284762.5071535,106852150.66817413 
 04/27  16:00:00,6807786726.19507,131191938.40391663 
 04/27  17:00:00,5651690245.916563,96166807.05723202 
 04/27  18:00:00,5083508698.404909,80071984.68341373 
 04/27  19:00:00,4919958926.203601,64975905.794012696 
 04/27  20:00:00,4885742050.131999,65538110.13732995 
 04/27  21:00:00,4778323807.236272,50891950.13552036 
 04/27  22:00:00,3905636359.6224804,38415329.9629814 
 04/27  23:00:00,3935793173.6505613,38296705.41462776 
 04/27  24:00:00,3728703656.0176053,37893859.379926845 
 04/28  01:00:00,3726336061.1098976,26211168.0 
 04/28  02:00:00,3645652734.183581,26211168.0 
 04/28  03:00:00,3573412387.6441946,26211168.0 
 04/28  04:00:00,3739535875.243969,26211168.0 
 04/28  05:00:00,3769240992.3864655,26211168.0 
 04/28  06:00:00,4300793705.011132,50573858.02252874 
 04/28  07:00:00,4361992287.93607,66017430.50103171 
 04/28  08:00:00,5810373512.119337,115702540.82951407 
 04/28  09:00:00,5903375308.851446,118086073.71230768 
 04/28  10:00:00,5844171796.504456,129947556.24143837 
 04/28  11:00:00,6117908179.916639,143537243.33456787 
 04/28  12:00:00,5835301302.209144,158769413.60498273 
 04/28  13:00:00,6285937431.73625,164725318.08961192 
 04/28  14:00:00,6317947887.624187,115358824.05094956 
 04/28  15:00:00,6500023944.608844,99808798.8239595 
 04/28  16:00:00,6701278319.068332,138723752.22299975 
 04/28  17:00:00,5587622144.528829,96146931.56356935 
 04/28  18:00:00,5004171500.607482,79960290.89016435 
 04/28  19:00:00,4928888061.699945,65010634.64358399 
 04/28  20:00:00,4872244227.776727,65378074.134702876 
 04/28  21:00:00,4770706727.140811,50942736.02913484 
 04/28  22:00:00,3930508490.9026084,38396766.63857222 
 04/28  23:00:00,3888241743.088241,38417655.83040397 
 04/28  24:00:00,3639457555.162799,26211168.0 
 04/29  01:00:00,3531160266.3065076,26211168.0 
 04/29  02:00:00,3573366988.298223,26211168.0 
 04/29  03:00:00,3457312917.26737,37892230.733104244 
 04/29  04:00:00,3640188347.6938396,26211168.0 
 04/29  05:00:00,3685203590.235097,26211168.0 
 04/29  06:00:00,4381966162.108875,38536857.934416376 
 04/29  07:00:00,4275921178.4480453,63866196.34039292 
 04/29  08:00:00,4631044328.192268,62544903.56804043 
 04/29  09:00:00,4594655044.410448,70808788.33136244 
 04/29  10:00:00,4551216074.93042,77554890.6664313 
 04/29  11:00:00,4699908109.33454,80750013.11202544 
 04/29  12:00:00,4410766776.132105,79665962.68767998 
 04/29  13:00:00,4519891813.677305,79231752.33715409 
 04/29  14:00:00,4510409333.363979,65037375.385741875 
 04/29  15:00:00,4547694352.367047,51611503.14607537 
 04/29  16:00:00,4884153796.019503,64781792.25531999 
 04/29  17:00:00,4353030443.81039,50931570.54205832 
 04/29  18:00:00,4211254958.3916016,38597026.15103248 
 04/29  19:00:00,3904016859.5652514,50954638.42590148 
 04/29  20:00:00,4048355123.9488754,38576751.09721735 
 04/29  21:00:00,3835505191.2820024,51158440.02772325 
 04/29  22:00:00,3827503646.093119,38407235.775386654 
 04/29  23:00:00,3622290545.911715,38421376.20658829 
 04/29  24:00:00,3657333010.6333184,26211168.0 
 04/30  01:00:00,3563091699.845328,26211168.0 
 04/30  02:00:00,3648876994.353136,37893391.91544178 
 04/30  03:00:00,3555048868.786766,26211168.0 
 04/30  04:00:00,3636528432.486991,26211168.0 
 04/30  05:00:00,3501500646.3379655,26211168.0 
 04/30  06:00:00,3748269291.6185775,47738191.431345746 
 04/30  07:00:00,3807698780.2093716,29276932.05758592 
 04/30  08:00:00,3799580421.6553025,38281904.54424876 
 04/30  09:00:00,3771103119.1168823,38332827.32144908 
 04/30  10:00:00,3696028845.5251646,38370481.94816796 
 04/30  11:00:00,3854313927.671889,50800075.54510891 
 04/30  12:00:00,3837726504.3917327,38470342.03756277 
 04/30  13:00:00,3909144551.943563,51251584.52387569 
 04/30  14:00:00,3913416340.574722,38504581.785245046 
 04/30  15:00:00,4019935381.7170167,38367591.12944904 
 04/30  16:00:00,4186789809.8800144,38374450.79910667 
 04/30  17:00:00,4385008771.927484,38354950.11329597 
 04/30  18:00:00,4143946592.431327,38357585.74169932 
 04/30  19:00:00,4073778582.2835174,38356872.27392337 
 04/30  20:00:00,4065727844.132099,38353200.003031515 
 04/30  21:00:00,4006073530.6510506,38555983.384605415 
 04/30  22:00:00,3835079985.8448358,38350284.4715733 
 04/30  23:00:00,3775282973.4194236,38345222.96499704 
 04/30  24:00:00,1998363208.527495,26211168.0 
 05/01  01:00:00,1971857257.5814548,26211168.0 
 05/01  02:00:00,1922208716.9559865,26211168.0 
 05/01  03:00:00,1941064775.0450983,26211168.0 
 05/01  04:00:00,1970110492.3353696,37892353.37800474 
 05/01  05:00:00,2083985920.6520357,26211168.0 
 05/01  06:00:00,2766641604.9275274,38431954.42699849 
 05/01  07:00:00,2943086723.6235657,79060365.80083065 
 05/01  08:00:00,4456030140.964236,113027026.14123774 
 05/01  09:00:00,4339407528.667726,120086067.11882675 
 05/01  10:00:00,4489086209.778871,118440202.11599484 
 05/01  11:00:00,4530062965.624684,141194496.12392062 
 05/01  12:00:00,4445212951.210045,167971248.78775853 
 05/01  13:00:00,4811021083.657012,150707987.60033312 
 05/01  14:00:00,4876971753.1667795,115371790.25743154 
 05/01  15:00:00,4960428549.57051,101994773.06231856 
 05/01  16:00:00,4998138901.308379,135452893.09401345 
 05/01  17:00:00,3992524634.6439714,95971759.75372799 
 05/01  18:00:00,3593664865.068638,79862314.72165331 
 05/01  19:00:00,3283439034.9820986,64973718.438293085 
 05/01  20:00:00,3238522707.0119324,65360088.005279884 
 05/01  21:00:00,3004496100.651312,50827878.92860499 
 05/01  22:00:00,2169222400.656596,38348839.4141441 
 05/01  23:00:00,2206892539.923451,38297390.33602941 
 05/01  24:00:00,2015812120.7039757,26211168.0 
 05/02  01:00:00,1991890266.5241463,26211168.0 
 05/02  02:00:00,1919581889.323211,26211168.0 
 05/02  03:00:00,1976665291.6664922,26211168.0 
 05/02  04:00:00,1936576759.8272123,37894617.23917 
 05/02  05:00:00,2029462368.521698,26211168.0 
 05/02  06:00:00,2661994712.0557003,38355588.66351875 
 05/02  07:00:00,2889984377.5282726,79051010.54559302 
 05/02  08:00:00,4317399979.218716,110276174.66116695 
 05/02  09:00:00,4153877529.190809,122700753.66230147 
 05/02  10:00:00,4382366158.86512,118324085.46427707 
 05/02  11:00:00,4469323235.135443,141043575.1561569 
 05/02  12:00:00,4338500183.194992,162429299.7720909 
 05/02  13:00:00,4677076482.650141,155614920.38133994 
 05/02  14:00:00,4741106678.443297,115198494.4288688 
 05/02  15:00:00,4860982160.213495,99483572.08352119 
 05/02  16:00:00,4880525841.477156,138046802.8912755 
 05/02  17:00:00,3864029758.6943707,94201884.28545144 
 05/02  18:00:00,3522928582.4198527,69277352.06584635 
 05/02  19:00:00,3231346297.384106,63589703.16888547 
 05/02  20:00:00,3145445398.536588,78429402.62012863 
 05/02  21:00:00,3095847072.476113,38536210.994090974 
 05/02  22:00:00,2180019060.6944866,38429679.718029045 
 05/02  23:00:00,2182807895.516938,50323696.55726393 
 05/02  24:00:00,1917069820.1215608,26211168.0 
 05/03  01:00:00,1974891213.6413803,26211168.0 
 05/03  02:00:00,1877428743.5153046,26211168.0 
 05/03  03:00:00,1945839932.6360664,26211168.0 
 05/03  04:00:00,1926211282.0464365,26211168.0 
 05/03  05:00:00,2068015019.7428331,26211168.0 
 05/03  06:00:00,2689173136.239918,50672581.61393208 
 05/03  07:00:00,2966188603.2623773,68527275.22494231 
 05/03  08:00:00,4677855926.91887,112210523.44553347 
 05/03  09:00:00,4590039879.784659,117483117.4950798 
 05/03  10:00:00,4500203940.264891,119727660.14874785 
 05/03  11:00:00,4560120616.558416,139111980.23874867 
 05/03  12:00:00,4402873014.137292,169190748.56948918 
 05/03  13:00:00,4886620369.646431,157956036.78157905 
 05/03  14:00:00,4945867303.345196,106737639.56106566 
 05/03  15:00:00,5049011607.341993,114093087.82151425 
 05/03  16:00:00,5125804907.771881,122728697.05809546 
 05/03  17:00:00,3971937505.3143687,95105441.43333744 
 05/03  18:00:00,3509039656.9287715,79884689.17745374 
 05/03  19:00:00,3240134801.6530347,64659269.645706505 
 05/03  20:00:00,3103553723.693492,65349151.57207619 
 05/03  21:00:00,3060693353.5152564,50887240.39520377 
 05/03  22:00:00,2175876379.868785,38365478.72605169 
 05/03  23:00:00,2142403554.8669848,38372836.61443772 
 05/03  24:00:00,1923197761.7039828,26211168.0 
 05/04  01:00:00,1982658143.6624875,26211168.0 
 05/04  02:00:00,1889014074.4903145,37893701.81654248 
 05/04  03:00:00,1918609036.3812432,26211168.0 
 05/04  04:00:00,1872972766.6757905,26211168.0 
 05/04  05:00:00,2008741868.443523,26211168.0 
 05/04  06:00:00,2632331626.7288933,38436565.70914379 
 05/04  07:00:00,2843394433.464576,78978865.01461706 
 05/04  08:00:00,4374000695.967263,115110281.70063552 
 05/04  09:00:00,4238462909.095106,117300628.75556879 
 05/04  10:00:00,4057786659.0869875,118079136.67663752 
 05/04  11:00:00,4201599984.6604257,140648948.62357706 
 05/04  12:00:00,3777312430.0539765,159691626.5513993 
 05/04  13:00:00,4210470035.8337193,157164854.56731373 
 05/04  14:00:00,4407714652.690053,114808444.79587531 
 05/04  15:00:00,4432636215.451252,99310436.82148966 
 05/04  16:00:00,4554554119.52528,137742395.29877993 
 05/04  17:00:00,3469912017.3449497,81896437.26507199 
 05/04  18:00:00,3154748825.5560207,79876150.17736459 
 05/04  19:00:00,2991815423.9420567,64940874.959490314 
 05/04  20:00:00,2909957296.9499793,65344918.05612538 
 05/04  21:00:00,2907982511.445773,50948409.70187061 
 05/04  22:00:00,1861456571.375349,38373622.82740437 
 05/04  23:00:00,1745894132.5596755,38388027.53183503 
 05/04  24:00:00,1578355275.3769143,26211168.0 
 05/05  01:00:00,1573323881.8486338,37893838.926709816 
 05/05  02:00:00,1573448747.1659846,26211168.0 
 05/05  03:00:00,1566990439.8198166,26211168.0 
 05/05  04:00:00,1955383850.0459085,26211168.0 
 05/05  05:00:00,2090757185.6863987,26211168.0 
 05/05  06:00:00,2724162599.9467945,50818532.75359714 
 05/05  07:00:00,2835424205.5310836,65842256.83246525 
 05/05  08:00:00,4247001287.03527,114980013.19630292 
 05/05  09:00:00,4144031546.8583555,117212934.27268817 
 05/05  10:00:00,3869700407.2963,117938302.54694471 
 05/05  11:00:00,3887243384.849371,140368907.85097098 
 05/05  12:00:00,3620091501.477065,165801459.43947753 
 05/05  13:00:00,3947190050.2011824,150541276.9825359 
 05/05  14:00:00,4028964869.3531327,114983660.00098348 
 05/05  15:00:00,4267526706.3053436,99245956.0535276 
 05/05  16:00:00,4546679245.169525,137555678.80210558 
 05/05  17:00:00,3487145956.268057,81909285.59039024 
 05/05  18:00:00,3115439554.3531747,79810772.94343312 
 05/05  19:00:00,2990211664.4592705,64896990.6975632 
 05/05  20:00:00,2918331597.420004,65312266.199622706 
 05/05  21:00:00,2801075855.901919,50960607.92275907 
 05/05  22:00:00,1850673184.4429917,38362590.15707326 
 05/05  23:00:00,1736549828.1494699,38386592.05717763 
 05/05  24:00:00,1476698619.5332427,26211168.0 
 05/06  01:00:00,1465377976.9783044,37893895.535619244 
 05/06  02:00:00,1456439547.4785395,26211168.0 
 05/06  03:00:00,1450437481.4375386,26211168.0 
 05/06  04:00:00,1625191329.6164587,26211168.0 
 05/06  05:00:00,1903000204.7132294,26211168.0 
 05/06  06:00:00,2613355370.386802,50810548.54510851 
 05/06  07:00:00,2528542532.942643,51176045.77915889 
 05/06  08:00:00,2920925519.0140815,64792088.12277675 
 05/06  09:00:00,2895905044.0095606,76855450.49610247 
 05/06  10:00:00,2819053590.7885356,68667053.07182208 
 05/06  11:00:00,2932886314.205932,80436264.19440615 
 05/06  12:00:00,2610506387.539456,79372826.45010434 
 05/06  13:00:00,2665607722.4223585,65817943.802652165 
 05/06  14:00:00,2742448857.4158573,64792017.33177858 
 05/06  15:00:00,3015181056.699221,64366152.323177695 
 05/06  16:00:00,3319474046.736006,64658774.326410696 
 05/06  17:00:00,2988669921.4140286,38556201.88872939 
 05/06  18:00:00,2648920124.7234526,41824430.53145612 
 05/06  19:00:00,2165077540.4388347,47255819.927341126 
 05/06  20:00:00,1729669988.5941896,38350261.819133505 
 05/06  21:00:00,1641855641.2857368,50865312.38646289 
 05/06  22:00:00,1555504855.3582823,38310988.43394725 
 05/06  23:00:00,1490082491.983383,50348156.93384254 
 05/06  24:00:00,1438486811.6301656,26393723.105632503 
 05/07  01:00:00,1435577331.6808157,26211168.0 
 05/07  02:00:00,1439513272.6682794,26211168.0 
 05/07  03:00:00,1440105111.5997093,26211168.0 
 05/07  04:00:00,1437508657.3266222,26211168.0 
 05/07  05:00:00,1502000412.8299751,26211168.0 
 05/07  06:00:00,1797752277.7675588,50857158.873524144 
 05/07  07:00:00,1924510913.1973412,38266881.490464896 
 05/07  08:00:00,2214336494.910746,38294755.268828005 
 05/07  09:00:00,2225649220.931552,36908658.63835867 
 05/07  10:00:00,2064932452.0507476,27662509.096134767 
 05/07  11:00:00,2051372643.1000314,50525205.194629796 
 05/07  12:00:00,1900916061.726957,38473267.75589895 
 05/07  13:00:00,1996662061.2260046,51008703.69510342 
 05/07  14:00:00,1995240083.5501938,38344275.63031269 
 05/07  15:00:00,2063854037.27115,38338150.83495622 
 05/07  16:00:00,2198369827.883892,38183382.787546895 
 05/07  17:00:00,2383508848.682042,38338486.74662924 
 05/07  18:00:00,2233228741.435533,38353243.43087639 
 05/07  19:00:00,2178870233.0796027,38375762.94602017 
 05/07  20:00:00,2199806686.330456,26211168.0 
 05/07  21:00:00,2189528246.83904,50748433.90169903 
 05/07  22:00:00,2013122093.656416,38265768.641600035 
 05/07  23:00:00,1933756922.3805015,38296899.52519718 
 05/07  24:00:00,1905206398.4780564,26211168.0 
 05/08  01:00:00,2000630715.4356282,26211168.0 
 05/08  02:00:00,2013947729.08961,26211168.0 
 05/08  03:00:00,2056572816.430674,26211168.0 
 05/08  04:00:00,2122707035.7459207,26211168.0 
 05/08  05:00:00,2161637388.4948063,37894904.44981228 
 05/08  06:00:00,2611933485.9707584,38555950.41579244 
 05/08  07:00:00,2727956450.525524,71049941.93802539 
 05/08  08:00:00,4296497483.431217,108809367.52267663 
 05/08  09:00:00,4421902176.195991,116897106.25780742 
 05/08  10:00:00,4313057168.741637,117665918.17575765 
 05/08  11:00:00,4456714229.296539,139731121.0456586 
 05/08  12:00:00,4101004340.6700892,167226224.60098934 
 05/08  13:00:00,4582105547.782049,147421340.9447025 
 05/08  14:00:00,4631310559.734586,114682961.59948951 
 05/08  15:00:00,4738493241.598613,99008914.04225081 
 05/08  16:00:00,4871991402.698402,137095397.15626347 
 05/08  17:00:00,3841937276.0972347,81503040.58135863 
 05/08  18:00:00,3257191836.202544,79659268.54638506 
 05/08  19:00:00,3128908495.519406,64637589.854567245 
 05/08  20:00:00,3172053189.8437176,65232689.47191741 
 05/08  21:00:00,2986583380.3584547,50746328.780885085 
 05/08  22:00:00,2146790680.3602831,38347207.18979964 
 05/08  23:00:00,2153178078.3574724,38326903.858404055 
 05/08  24:00:00,1840681700.8821788,26211168.0 
 05/09  01:00:00,1933847006.0232112,26211168.0 
 05/09  02:00:00,1908637569.157509,26211168.0 
 05/09  03:00:00,1814499120.8521864,37893416.02111888 
 05/09  04:00:00,1925153460.8943377,26211168.0 
 05/09  05:00:00,1985127605.84913,26211168.0 
 05/09  06:00:00,2603115130.7802906,38544167.569538765 
 05/09  07:00:00,2854523558.399871,78867583.6361061 
 05/09  08:00:00,4308279940.777555,99862087.23511186 
 05/09  09:00:00,4529048876.731037,116799468.42190747 
 05/09  10:00:00,4430317329.113404,118929469.41655844 
 05/09  11:00:00,4430602295.039146,138008929.19782254 
 05/09  12:00:00,4293406758.216304,167354317.39935377 
 05/09  13:00:00,4655790801.440408,146749096.51814756 
 05/09  14:00:00,4734167599.904762,114555583.69349957 
 05/09  15:00:00,4836344806.904606,98929276.97484262 
 05/09  16:00:00,4867568990.456853,136886434.02114755 
 05/09  17:00:00,3898421555.5630274,81684097.4171248 
 05/09  18:00:00,3562295679.9123654,79677059.45334077 
 05/09  19:00:00,3349808297.082608,64860905.47896585 
 05/09  20:00:00,3168033249.217129,65309018.67744309 
 05/09  21:00:00,3291936617.4755898,50872282.0321604 
